session_id,listened_artists
129068,839
152238,5824
155299,278
157559,1044153
157999,32204400
188828,462
191389,24030325
228188,30282
230419,55507
250599,7332
267188,3260886
279418,12749
296839,234878
302698,9713866
314429,209925
334098,7915
338318,36930657
348689,32713463
362038,27023032
374618,11349357
376178,44233
379349,28146812
380288,186095
381679,3930
381709,3930
385569,3102448
429149,5964
440338,13667
444058,9711459
465548,3249046
467999,10168
472729,25391
485749,1584
533808,11349332
554409,36957106
557139,36923884
585639,11818
622639,19906559
632719,16544
632769,3249046
672869,11096117
685588,847562
689509,38849208
705848,32415555
709078,17812660
709338,41971201
709939,41971201
710139,41994961
710609,11754094
712428,25620
714819,37629957
26828,3687854
36418,4849824
50649,15
71808,11067
87569,18392
94099,5017535
94119,5017535
100939,2522552
101138,9754069
102558,74
105318,18360533
189219,154
191269,24030325
193118,31603
193469,9928600
225829,827660
235069,16246212
294419,439
344238,135
365698,11893421
391118,8443667
419699,2592
435249,601452
453209,10847002
457489,16839364
490828,20666344
491789,8042622
513548,962734
529128,32733
529768,10168
537989,13703464
548128,18360533
607339,207984
617288,33753318
627698,6977579
660908,41821
669129,2170123
669149,2170123
671509,285360
672058,"0,40549178"
672808,38511655
673268,11096117
674669,30282
699538,13142988
709579,41971201
709858,41971201
713169,19723514
713208,133
5818,209156
70208,38
100748,2522552
101199,9754069
109019,839
115999,30960
120999,3856482
136558,19428615
145728,18727775
148789,4339365
160438,1524
170219,32713463
170589,32713463
180259,531096
184908,350158
193379,9928600
193448,9928600
203628,1538
230088,28629233
242399,488844
262859,297472
268989,316
270118,3132
296859,21453
302748,9713866
334668,19778855
347448,25638
353178,18360533
375978,9422
390299,2187135
442269,2831563
444459,9704
453208,10847002
461409,9711459
479408,11392880
546678,49897
560739,5301
561638,11162738
568239,197917
582109,41821
628078,2521848
647179,19866578
654259,43888
709528,41971201
714598,41290862
32488,232
58799,19055300
66749,8319846
67119,30981
84278,186383
93628,1011493
113929,6649
129628,9754069
135588,2
136549,19428615
145308,12264
152138,5824
158079,354
169928,35723
175588,37727552
184508,41821
193429,9928600
215988,12718830
221799,18006053
225628,10518111
260268,16052260
269549,82
279039,9420
291568,631761
295229,467924
302679,9713866
302739,9713866
320439,22811246
343928,13667
399539,531096
420369,2424531
443408,27754874
443419,27754874
450678,41821
473528,18092952
492928,22147766
494209,25812671
506718,41821
511978,16513708
525258,5966
529908,7875
538098,210320
548539,55133
561008,23180899
562568,35723
567758,2959458
595648,3404
620058,29837638
620209,29837638
620448,29837638
628089,2521848
636348,16513708
647128,19428161
648878,36799142
649749,33722188
652709,2750973
669138,11848161
669408,567
669469,16230682
671858,36799142
674589,30183060
681608,11096117
709268,41971201
709279,41971201
709418,41971201
710128,41994961
710658,11754094
710758,36799142
369,24427352
87718,25055540
94109,5017535
100749,2522552
103998,8254485
109478,7322
128709,8280
142589,2578468
149128,16218559
153178,9464
157039,41595877
162418,11996048
168338,10219774
191148,24030325
267029,12399670
273028,27119319
302749,9713866
302788,9713866
303239,2578468
326728,13165
326729,5231432
341139,45702
352568,35714
367838,127
375598,5306
378828,2228095
381749,3930
389989,2793018
417218,29663
421749,5306
434658,2719659
469048,6848775
496549,62132
500019,1125
533909,3260886
545338,10601
558778,4186
559459,38085276
564788,62476
570738,4508673
575848,18513966
586538,11996048
599308,265
604688,18158
617419,322
625049,24617
636148,41821
637889,19723514
646499,42604391
648928,37149098
700959,33807
710008,41971201
710659,11754094
710688,11754094
712919,41918671
714518,41290862
3758,2993763
21738,6032975
58609,19778855
87529,18392
101219,9754069
113278,112
124698,234878
127099,2264513
135228,35714
137018,1
159578,23724921
167909,6144
170588,32713463
181689,35757438
191688,1011712
203389,2831563
228358,35720313
237369,6443
251818,31213
265218,18634324
266879,5306
274108,41821
278828,10601
280328,5824
290368,16005571
290788,17055
329949,41821
348619,32713463
386998,28653
396349,25360893
411569,1538
421788,1506978
425549,18955308
439229,930049
445368,847562
446218,35491
447888,16246023
459509,1556282
479289,4267
479758,3508304
536189,19723514
537558,3651712
539579,2456077
559808,18238434
561679,13418472
563738,935656
567588,234896
596779,6419
600928,6655
601889,"49335,4261"
619109,27514675
619299,29837638
619559,29837638
619609,29837638
619709,19613374
620398,29837638
627659,8042622
628059,2521848
635418,11162738
636869,2236899
649429,5306
651779,8567697
664328,22244873
672048,"40549178,0"
673209,38511655
673299,11096117
681459,38511655
689468,38849208
689638,37149098
709158,"33079,17812660"
710149,41994961
712058,11996048
86708,5768984
99788,6408175
100849,21130714
127759,31213
144988,30495230
152158,5824
155009,15928953
157809,6655
163008,30690
186599,4988942
192798,191593
193388,9928600
193619,9928600
222948,11388445
262838,297472
300818,25620
303609,31213
311419,5407
333969,7915
348648,32713463
362908,28146812
365818,31213
377558,7332
390338,28926
393099,9510
416558,18356101
447409,55135
469509,18899488
487218,297472
487579,9754069
498889,11818
512428,36634846
531518,1218
535628,20325
547649,7291755
551409,8280
567988,5461
576918,10
587248,23724921
599749,16246212
619309,19613374
619538,29837638
629519,4988942
633439,439
641739,2920343
658569,11146615
659549,"32922297,31699446"
660619,2599542
664219,22244873
680198,41918671
709698,41971201
709859,41971201
78609,41806287
93948,5017535
93959,5017535
93969,5017535
100798,2522552
100928,186095
128049,18949176
145349,12264
146169,2831563
153778,31213
163799,12403285
172248,1357924
191388,24030325
228269,1210005
241688,2150827
254779,30564
254799,30564
262849,297472
269699,207984
270078,5461
296278,3076656
302689,9713866
333179,297472
348109,16246023
348718,32713463
350488,11996048
362688,35717
399868,3102448
408748,5301
411678,3420
427148,206863
446779,31213
466768,12299828
468418,23724921
474188,8280
502908,184292
505028,12165933
513038,35047450
557469,21989885
561098,771035
561778,316
564588,26407
582168,41821
611619,407071
612028,9417
616899,17978
620009,29837638
629098,16685032
658389,18091806
664259,22244873
681589,11096117
689549,37149098
709779,41971201
712378,49335
712809,19723514
17918,6385
19109,186181
36129,7955
62258,8038739
84258,910
101309,9754069
117368,30183060
131539,1
139029,297472
162509,4595
162919,31573048
163298,28440
170348,32713463
190609,2522552
193389,9928600
198938,43629
199509,34182828
202069,41391006
224479,6196
233429,74
235629,9421
255199,13667
262769,297472
296879,909
304159,15181
313519,673
313888,1191
333248,45702
357579,16246023
362549,10376450
365458,40268041
366708,32713463
399388,25055540
404919,41595877
409929,4988942
423148,57621
441399,52634
452529,74
516518,44233
532818,3252251
533068,11162738
543128,5301
582169,41821
624159,25360893
638648,36799142
641768,2
641869,39746031
667589,36857846
679838,40662216
681558,11096117
689618,37149098
709789,41971201
709968,41971201
17488,11629199
20588,5407
75168,22150528
75189,22150528
77158,12299828
100929,186095
109518,7322
117208,30183060
117388,30183060
141769,30737821
158918,2381998
166848,19936728
168339,34813659
173138,16246212
191438,24030325
193509,9928600
196239,8280
203859,74
212708,30737821
235858,13703464
297519,15340666
302628,9713866
302649,9713866
319918,24877
338119,31213
432668,12673
439029,10671046
439579,154
439879,20330684
447488,909
451219,350158
477328,2993763
482838,6655
483758,480499
493868,30863674
504998,4667057
542669,11978734
555768,830408
586489,11996048
598428,16246212
598479,3107639
601148,55828
611338,55097
615988,13703464
619368,19613374
620078,29837638
620498,29837638
627968,43934
636338,16513708
649748,33722188
664308,22244873
672218,35249881
672768,2578468
706229,16685032
709008,17812660
709148,"33079,17812660"
714428,41290862
714449,41290862
714558,41290862
21248,910
36429,4849824
66758,4190
71328,4339365
83819,9421
84748,468266
100859,186095
101269,9754069
105438,1729
117638,1059384
129979,6454
135848,6278
145329,12264
145338,12264
145359,635
154639,6443
168649,437
170279,32713463
191228,24030325
191408,24030325
191478,24030325
199158,32225
203608,1524
245139,2187135
260069,531096
267688,30562
278198,21136516
302599,9713866
302669,9713866
314489,850466
315849,20325
324359,12399670
325099,6655
334208,9093417
344459,33071123
348609,32713463
352758,3321111
370718,41821
372658,28926
376218,23724921
391709,335
395389,11192955
415239,19793622
472538,7911960
487569,9754069
514529,2959458
524978,41821
550999,11
560999,13667
580838,32713463
582099,41821
585108,2184583
631439,28563611
638588,36799142
638629,36799142
651739,5965
670969,19276908
671939,36799142
678619,5434
680258,41918671
710099,41994961
710798,36799142
5188,26830667
39178,4190
93119,39314073
94068,5017535
105269,2403421
117239,30183060
143788,21452
170499,32713463
191338,24030325
193618,9928600
197649,6444
222929,11388445
260858,20325
284109,11162738
296248,3076656
299639,2560917
321699,49335
324619,2848491
353438,29702
359028,6197
367969,16246023
375928,2949046
381828,3930
386588,9213448
390079,55135
445269,2168911
449718,22036
471418,13667
488798,11162738
507229,44233
514638,194551
524709,25620
531038,10012811
537499,"4657810,22476725"
544878,30887488
557488,41391006
560998,9707
582319,127
585659,847562
597308,16146804
604639,1013803
619308,29837638
619619,29837638
620478,19613374
646429,19723514
649799,33722188
668808,17978
673309,11096117
673328,11096117
689398,38849208
689689,38511655
706378,3404
712429,25620
24309,845681
65299,16547
101899,199145
102409,36318202
104179,45702
105319,18360533
105328,22704276
106959,1011712
136059,5751
137559,8199
145259,12264
166698,16246023
167499,18167139
174499,17142265
179029,27023032
185169,6443
191279,24030325
195188,20053025
200289,31603
204529,191593
228988,37097
288249,34879334
289968,49897
324039,337693
333169,21631339
334018,7915
349538,18646961
371688,460
397638,6660
398049,45702
406169,17678336
424638,48574
429139,"9188,55431"
450679,41821
453079,20325
466109,395
473018,234896
483738,207984
530048,3107639
560498,20325
585419,2158293
620348,29837638
661969,22244873
671909,36799142
672929,11096117
714488,41290862
42939,3184
72428,4330967
75378,234878
87288,18392
100838,21130714
101239,9754069
128259,44233
139848,54518
158549,962734
203378,3196
221798,18006053
242539,4330967
251279,41821
273619,10508
323578,30183060
335569,350158
354088,3737027
362219,467924
366148,12719146
446208,35491
488279,198117
513578,962734
528149,2578468
530558,50974
535289,2352789
555368,2302317
575058,154
593158,3231153
598438,16246212
599058,839
600019,7941
611398,55097
619489,19613374
620399,29837638
646498,42604391
652859,36930657
672959,11096117
675248,35411
681519,11096117
689559,37149098
698829,5306
698838,1729
706969,2578468
75299,55431
84829,4724263
90408,4330967
94028,5017535
100919,186095
109509,7322
112789,6331422
116569,5301
138388,57482
141588,43930
149939,354
152468,297472
164559,3404
166218,49335
170408,32713463
170558,32713463
171939,45702
191708,1011712
201888,839
220919,2693046
224759,18669367
225488,188571
234688,16714856
239959,6076623
244539,458273
262828,297472
307129,31603
324369,12399670
334048,7915
348679,32713463
368389,10508
375368,26895224
381678,3930
387528,127
403338,5301
425629,7713
432479,859
438349,32953448
439639,31213
461248,21982
483739,207984
484629,12540189
542609,17567779
549748,5047447
567609,28146812
582919,5454671
586509,11996048
618458,51403
619528,19613374
619679,19613374
629149,13667
636339,16513708
647319,19428161
661129,17257
664849,41850592
669008,9
679719,1238612
680229,41918671
681578,11096117
681679,11096117
689448,38849208
709629,41971201
50749,311269
77668,4339365
81849,407071
87608,18392
93968,5017535
117248,30183060
117378,30183060
117879,13182123
126409,32713463
129688,3132
132489,29326
138869,40
144818,16813
152279,5824
165858,9510
188429,16685032
209788,7713
257398,31603
272359,5054871
312729,2032
332569,4816043
362739,2993763
364038,5461
365629,59340
395538,15902860
400479,234878
419688,106
455578,38261
455989,1204119
456628,11096025
487328,10845
493869,30863674
495298,34879334
499198,45702
534289,4988942
536769,11385265
542499,480499
543138,43934
546979,30737821
551169,2599054
581978,82
612539,30965
619408,19613374
620118,19613374
628079,2521848
635818,29762
641378,40703
647049,19428161
664978,41850592
667359,40569648
680208,41918671
681658,11096117
709428,41971201
709519,41971201
709739,41971201
714358,37629957
1848,5374
33639,8842641
56929,32538077
61389,5768984
86098,209156
87599,18392
101178,9754069
101298,9754069
117258,30183060
117298,30183060
119309,31603
126389,40703
130588,6167944
137679,30420457
155929,40703
157148,29373661
173618,30305
193548,9928600
196039,4988942
200448,35068328
212548,328
235148,234878
241869,13667
296279,3076656
296888,909
297199,154
327469,234878
357588,32955020
367258,26901950
382118,3083
404968,5965
443359,27754874
444458,2920343
454699,74
473988,49897
481198,185251
533928,13048503
534678,5303
547648,7291755
559098,234878
560298,4330967
591199,16019488
672159,"40549178,0"
681108,11461143
681628,11096117
696668,32922427
709748,41971201
710508,45933
710618,11754094
49908,741054
93618,1011493
94038,5017535
105469,2959458
128548,859
138598,20597579
152289,5824
160028,20325
161488,234878
170379,32713463
182678,4988942
183278,439
191299,24030325
192399,"6197,5965"
205768,3260886
213559,35047450
258509,467924
264309,835046
290178,19904468
302609,9713866
379959,16847484
398939,28146812
431039,10219774
453488,278
459008,11162738
468229,25620
488949,44233
489178,21493
490848,20666344
503539,9188
509328,2424531
524738,5301
541459,346
561038,57297
601708,2424531
619498,29837638
632819,23724921
639278,15332
647259,19428161
652139,42823
661389,17732140
663278,8280
669768,7713
672938,11096117
689719,38511655
696599,209687
709618,41971201
675779,41850478
136498,847562
19108,186181
36928,699
72178,15702756
87539,18392
104188,2424531
110429,13667
117219,30183060
145969,25812671
163798,12403285
188049,531096
190159,6197
226278,36263775
242108,35720313
260889,12540189
275499,30863674
280688,5824
289348,155
299378,4330967
302419,209156
302639,9713866
305799,5461
325148,8363538
338478,940249
348678,32713463
386458,16513708
406879,9510
444798,207984
456058,1034484
476059,22626036
488969,44233
507029,304
516219,909
535279,38261
552848,38615242
557508,41391006
559359,11926486
561099,771035
567798,24353576
599309,316
619118,19613374
619809,19613374
628049,2521848
628088,2521848
629309,14783
646449,19723514
646699,16734997
649638,21989885
653619,19794734
656649,"0,38016"
673858,10980273
799,9420
48408,208199
60798,5470020
93958,5017535
101108,9754069
108549,10508
148698,18899488
152338,39746031
154998,37744748
170549,32713463
177299,19723514
182928,439
186139,25055540
189199,127
190568,2522552
191309,24030325
193539,9928600
232408,4330967
233198,16813
266898,30183060
267038,12399670
276539,11996048
302668,9713866
310318,15092993
321238,11893421
334058,7915
341129,15902860
346079,207038
375799,3282271
380069,18
386459,16513708
402888,10048863
407958,33807
420608,28146812
435919,350158
478628,54489
532269,30564
533829,2424531
538618,439
554389,4178
557498,41391006
577769,133
590128,2463042
597149,2547391
620308,29837638
620369,29837638
641629,42366
664929,41850592
673218,38511655
680568,39
681458,38511655
689668,38511655
709069,33079
709269,41971201
20329,234128
101308,9754069
139849,54518
152139,5824
167109,209687
167189,16513708
172068,8842641
196458,826325
210519,21116486
226279,36263775
233708,1487
271569,254180
278868,23343274
302798,9713866
320689,8042622
325889,12327310
330309,617637
350028,1149048
407919,33807
442208,2831563
442219,2831563
455778,648825
459898,11150550
463029,11996048
516039,5306
525219,19723514
535428,407071
616208,13230946
616679,11590454
618169,189318
625199,154
667609,36857846
672748,13142988
673049,11096117
677338,13233255
696329,27058172
708598,"16704867,0"
709419,41971201
709588,41971201
709989,41971201
24249,631761
72849,14220755
82669,752759
84319,36226232
101299,9754069
102868,446
109469,7322
109499,7322
111989,9427
113049,297472
117238,30183060
141349,1013803
146318,5904073
155789,11996048
191429,24030325
216389,1729
224159,19723514
247029,44602
260719,21244910
266819,82
282028,25812671
329809,39746031
330198,13540643
344419,33071123
357908,6497434
374488,5054871
375948,4178
380599,967568
386409,11996048
402588,962734
434049,277
452508,24602
455569,8280
457618,539679
471928,32733
473488,311269
483878,7713
506729,4279307
514528,29599430
516848,7875
526149,206093
531538,4339365
537508,3076656
544549,11893421
560278,15035928
560988,7680
564649,3319
582189,198117
587259,23724921
589788,29974245
592829,16246023
598249,55314
604438,24044351
612708,36597909
619269,29837638
646338,19723514
646879,19428161
646898,19428161
654078,30496
675229,35411
689419,38849208
694719,12863541
709969,41971201
710049,41994961
710089,41994961
42768,5046587
63479,1369257
87188,18392
101229,9754069
106329,43096166
132169,234896
132468,459
143469,140
145309,12264
170478,32713463
171349,14
191448,24030325
204508,1260580
262008,299065
262799,297472
273649,1535
295088,8042622
301659,38885066
311339,28775
316969,29326
332788,8280
334068,7915
389888,5306
400438,18813190
402879,18360533
404579,5597
405169,31213
407978,33807
434748,11060920
443389,27754874
444398,6011808
447889,31213
448139,11211611
454178,18158
473598,297472
509289,13344441
524948,41821
542978,299065
547258,11893421
578028,2402656
585999,27379002
594159,50358
605559,7309304
627559,18899488
642308,21808338
659498,25056
661988,22244873
673288,11096117
679188,30181
681619,11096117
708859,"33079,17812660"
710019,41994961
714579,41290862
61048,19793622
62939,826310
66949,9116795
75308,55431
93669,32329322
106698,15990368
110319,4178
115699,39611927
132158,2424531
136768,39769
161489,3184
170548,32713463
173289,"0,14349430"
175639,321
188739,154
193478,9928600
212709,30737821
256658,31213
262848,297472
264929,19211115
266779,5434
270269,191047
286019,1013803
288238,19723507
291979,12269354
296249,3076656
308998,41595877
314999,19645727
318708,2131
321088,62331
321908,199145
361958,17036798
372349,26407
373448,2359559
381799,3930
386469,16813
390039,2793018
405088,7006527
433889,5782152
443388,27754874
476018,8280
529179,44233
543268,2424531
554949,40591548
566128,657435
573309,7875
594148,50358
607498,14683477
619259,19613374
643229,"24373201,28563611"
675328,35998071
709238,41971201
709329,41971201
7618,22374
21058,3222118
67958,814382
87538,18392
101279,9754069
108608,16246212
128648,31444732
152868,9806
166419,7713
173758,45702
191199,24030325
193078,57212
200749,7941
203458,559
212538,21932
214358,12293295
229888,483076
233049,9559782
257639,3365534
289749,18577634
293519,827423
302728,9713866
324618,2848491
329978,297472
334029,7915
342928,30567327
372329,44233
399108,9421
444478,34879334
445719,9821717
451439,3720658
453529,5301
463039,11996048
469629,4192801
484698,3497184
491749,16875703
573299,30960
619659,29837638
620378,29837638
660308,40703
672398,337693
679599,36957772
680479,277
680549,5301
708919,33079
708958,17812660
709889,41971201
714749,794177
68008,18639685
72708,31150
80919,39746031
100768,186095
100839,21130714
117339,30183060
117399,30183060
118039,185243
120828,2663681
129428,9510
174489,10168
184308,13142988
191198,24030325
191449,24030325
193158,45702
193569,9928600
205159,439
207159,531096
261448,2547391
308668,34468952
340038,25425118
347639,29641945
362358,33341
370298,9371731
393359,5302
403978,15938410
419948,10219774
424518,31213
443529,54852
444678,407071
463779,85
490739,187407
512129,12327310
525659,21373
540548,12269354
541618,37933041
566899,278
606089,18899488
637618,44233
643838,"24373201,28563611"
672778,38511655
678348,19723514
699869,19723514
708948,"17812660,33079"
709299,41971201
710629,11754094
712389,186095
36918,20653
47429,19793622
62409,11060920
72419,4330967
78989,22374
80978,407071
117189,30183060
130799,55314
132679,1538
133529,335
138099,480511
147728,21493
169909,35723
170268,32713463
183169,27173
191699,1011712
215458,7713
226299,36263775
296258,3076656
302719,9713866
324379,12399670
334108,7915
348589,32713463
362849,35720313
377948,847562
406008,5599777
409859,299065
418028,234807
418089,18360533
422409,22623010
429739,3137
434528,82
443368,27754874
443378,27754874
463698,32733
469439,5966
514978,5597
536439,209173
538638,45692
542608,17567779
581068,10162801
593629,467924
597298,16146804
602649,51697
613608,1049637
619948,19613374
625348,297472
627719,11162738
672478,198117
672738,199145
674579,30183060
675618,16246212
698718,17458537
709589,41971201
709878,41971201
709979,41971201
714438,41290862
39188,21757555
44459,221050
48988,3222118
60409,830762
87439,18392
93099,39314073
101069,40703
101098,9754069
109519,7322
152209,5824
175259,30183060
181338,1538
191128,24030325
191468,24030325
196549,37097
204528,10980273
208318,16796486
209819,19086933
235499,82
267318,23180899
272509,16246023
273249,31350
280858,24317434
311938,27353287
313908,16246212
325359,11996048
333968,7915
348509,32713463
364018,5301
366699,32713463
376948,531096
379838,297472
385108,35907126
396199,16513708
407908,5210
418088,18360533
426358,55135
449869,16685032
453508,531096
457018,7768898
487508,19723514
494878,9939461
501279,34194251
506739,3249495
514989,5597
516228,909
540638,46509
558979,3092769
570649,6655
586479,11996048
587219,23724921
596038,16513708
607609,12348619
611329,55097
639309,1391037
650009,33722188
660918,41821
669158,2170123
669749,17889740
676369,781
689429,38849208
699679,19723514
709848,41971201
709978,41971201
714459,41290862
269,25620
102848,10168
109549,40703
157499,31573048
173259,6443
191318,24030325
193609,9928600
228198,30282
302718,9713866
308659,490191
332318,16813
349258,15851324
362539,15279
375958,58565
376438,4988942
394439,303667
406239,31213
415799,5461
435618,186075
451898,39746031
462059,13667
513588,962734
531868,41946373
558709,6376714
569418,54004
589789,31569123
619139,29837638
642568,21808338
671878,36799142
673639,26407
708508,11818
709119,"33079,17812660"
710129,41994961
714368,37629957
62998,4330967
101139,9754069
106319,480781
139169,20326
164309,14349430
174049,82
184068,2959458
189529,5483574
197999,14811026
257929,2424531
263568,5303
275508,30863674
275528,17889740
297809,18949176
304149,22704276
311318,234878
333838,20120753
362178,31299051
363278,234878
366128,12719146
367399,11385265
374369,2693046
376219,23724921
380459,3389422
385628,2578468
389579,9711459
398959,910
438629,23724921
462169,2424531
462689,22994493
482069,49335
486988,346
502808,208141
515209,191593
535439,407071
579368,32204400
579809,2
598968,32713463
606199,11218631
619469,19613374
619718,29837638
620299,29837638
624178,25360893
629318,11907638
646469,19723514
649789,33722188
664609,41850592
707129,7713
709799,41971201
7669,3334813
39348,12299828
68628,4330967
83998,11162738
93139,40748568
113748,19298235
116708,12375
117228,30183060
139889,58176
149858,8254485
152219,5824
152259,5824
154679,28926
157879,20802767
161608,2150827
166658,962734
170699,39746031
172028,14174
177939,13703464
190558,2522552
199508,34182828
222178,152
234148,36424797
236468,715071
270989,17259011
291079,31213
301218,23423
326029,3737027
376228,23724921
382968,9680
390658,12327310
397809,962734
403079,2424531
408199,11996048
425209,567
434978,5301
442189,2831563
461108,10756276
493979,12327310
512569,19499992
515089,41595877
530689,45702
544548,11893421
547729,6724000
555508,5461
584718,8280
585849,3107639
619889,29837638
630339,11818
638619,"37599451,0"
646749,"16734997,11996048"
664949,41850592
671778,36799142
672839,38511655
673319,11096117
673348,11096117
673349,11096117
674588,30183060
681549,11096117
681708,11096117
689529,37149098
710749,36799142
710789,36799142
38188,9116795
70128,29429
93109,39314073
99668,5301
102089,839
102859,10168
106269,32204400
109528,7322
120449,12553
124139,12327310
130388,845684
130389,845684
138308,82
142819,7816020
143768,21452
153428,82
153569,2032
167288,45702
170289,32713463
186568,20783739
187748,10508
200389,7534696
225768,55931
238109,1013803
249529,41821
263118,196178
264398,5301
270018,5461
278859,23343274
299788,2236899
313909,16246212
330259,6660
334109,7915
345708,23724921
361869,3249046
366508,341659
379048,35375626
379888,297472
391358,2
397948,680955
406079,46658
407058,910
407139,408670
407379,2403421
412028,30863674
423138,57621
443328,27754874
463589,297472
479539,27058172
493028,501333
509528,44103
525168,12327310
534629,17889740
536438,209173
536448,209173
537188,680955
543129,5301
568578,18360533
583989,11091729
592129,4988942
604369,17905
619339,27514675
620109,19613374
620148,19613374
620409,19613374
640478,15061864
649798,33722188
672979,11096117
679868,"6197,1729"
703168,16813
708828,33079
709028,17812660
709169,17812660
709718,41971201
22928,930049
28268,18646961
54769,8763
72358,4330967
86099,209156
94079,5017535
101149,9754069
102109,6660
115599,15288
117188,30183060
117199,30183060
117338,30183060
120648,35046
153838,12540189
158638,63716
166659,962734
166849,19936728
170369,32713463
189949,18183955
191208,24030325
191419,24030325
193529,9928600
227018,16853
227209,1013803
252359,17889740
367328,747138
367869,5301
436348,962734
438309,25094776
441729,3196
507269,363
508559,933514
548138,6331422
611249,5303
612589,28775
620429,29837638
652098,19723514
665038,41850592
667358,40569648
671918,36799142
689408,38849208
708939,17812660
73819,5768984
93668,32329322
110029,6646262
124668,226659
177949,13703464
180679,19723507
189359,25560
193428,9928600
203858,8037616
289538,12299828
291049,31213
300889,9754069
302759,9713866
304389,3115356
314638,13356319
314639,13356319
334069,7915
348569,32713463
366129,12719146
388998,12749
396308,19691
443409,27754874
444718,407071
451948,1148670
458098,17796572
471529,5306
492888,42366
552288,28367773
580869,32713463
583179,"0,968339"
595368,299065
604668,19723514
619739,29837638
619968,19613374
639949,464873
643778,"7415206,21808338"
649759,33722188
654468,12327310
664358,22244873
676848,285360
680199,41918671
681498,38511655
682089,18360533
694739,41391006
697079,12441
700439,531096
708968,17812660
709228,41971201
349,23724921
66759,4190
101088,9754069
102028,30183060
105778,27955220
121278,1098596
148078,556467
152149,5824
152309,5824
158059,26764
158138,32667009
158219,17733190
159028,9416
170479,32713463
171858,31603
173619,30305
193449,9928600
193538,9928600
200458,35068328
219549,839
279519,32070360
287108,13667
318838,5867
344118,1132472
367529,27313257
384419,1362040
385368,"0,16246212"
407498,37933041
425508,30305
427848,30183060
448159,4453430
475878,459
520169,16685032
523409,50519
524729,25620
536578,439
552929,5006289
556968,9472
560189,24378
564648,3319
568149,9711459
579159,"0,2578468"
599779,6331422
619569,19613374
662919,5966
709198,"17812660,33079"
709319,41971201
709689,41971201
709798,41971201
710119,41994961
712508,38082310
29288,3943
30408,2507418
55409,18531301
62828,12179
99458,12327310
124948,6088858
154888,5301
157588,35047450
157888,24545485
161909,962734
195268,20053025
197478,4988942
200469,35068328
204778,350158
241918,6650
264799,12299828
267719,8232532
275519,30863674
289609,23724921
302659,9713866
317739,4434
321818,45702
334079,7915
345858,16191409
348588,32713463
354859,5089437
358359,49335
367979,16005571
380289,186095
411998,7713
434749,3154
443329,27754874
445399,1013803
490829,"0,20666344"
552329,2857613
570268,29856
582219,41821
599418,30183060
611359,55097
611378,55097
647329,19428161
663728,9708028
664819,41850592
691219,48106
25778,831059
82109,823841
89679,6340
100548,10939
116259,"4330967,11162738"
117269,30183060
126419,297472
139229,12416161
152199,5824
170158,43613
170439,32713463
190769,439
242698,6655
252829,6144
259058,2
313739,24728
323129,37292187
323938,945443
335398,9945
360618,9418
363608,31695328
370968,40154579
372758,5854079
376999,7332
377079,127
391369,2
394959,9841547
415439,439
456939,35047450
487308,40876242
524968,41821
565109,9958
592728,6655
611328,55097
620979,9754069
647109,19428161
647758,11162738
663279,8280
664899,41850592
670169,24728
671818,36799142
675599,30690
680598,24216683
700859,14687166
703158,16813
710028,41994961
710679,11754094
712109,2993763
714178,55135
16479,699441
78469,21757555
93978,5017535
94009,5017535
119139,13667
130929,"4261,40452"
133409,207984
150659,3083
152159,5824
166649,962734
171448,3246258
177349,4330967
183399,7772989
190539,2522552
223978,839405
226289,36263775
230618,17889740
235008,2139601
238678,12719146
288599,530319
315668,2496748
321279,234896
323259,4148
324358,12399670
348409,49489
348549,32713463
348698,32713463
371148,2302317
371949,33709446
383238,4190
403938,2424531
409448,41044614
413209,17889740
421648,30050436
429078,5301
444288,2551063
469519,208141
505119,4163200
509099,13667
527599,633
528139,11096025
536158,19723514
536199,19723514
538878,2402696
577999,2402656
582159,41821
588759,12507982
620029,19613374
626438,18946161
632989,"9185,127"
644479,188539
667438,11372124
671889,36799142
682088,18360533
689548,37149098
689718,38511655
710038,41994961
710289,38012020
21969,232
64909,277
66878,830153
67568,208141
74179,221
98989,3497184
100809,2522552
101209,9754069
109018,839
112759,44233
130578,6167944
149099,8042622
164279,9680
170208,32713463
174498,34321120
197468,45702
207769,3416253
244259,350158
301888,"14169224,17320197"
307698,16685032
329948,41821
335558,20325
344408,33071123
344469,33071123
348629,32713463
349678,9806
361118,6514026
374479,7702
379779,297472
389998,2793018
405028,9116795
441588,325977
442008,82
442178,2831563
442259,2831563
447199,8280
452708,234896
488979,44233
507368,54657
524568,618702
536108,19723514
540639,46509
548538,55133
566568,2578468
570408,45702
582179,41821
582508,11766302
586118,154
586189,4330967
587229,23724921
614068,471
619788,29837638
619998,29837638
620829,"0,20666344"
664829,41850592
681449,38511655
681488,38511655
689439,38849208
689519,38849208
699678,19723514
708949,17812660
709459,41971201
709479,41971201
715138,11778099
711898,18946161
27089,24417010
71489,4330967
101258,9754069
104059,33807
143368,11996048
152178,5824
191169,24030325
193528,9928600
194659,14103
197299,4037269
208388,1538
254628,20975295
255208,17398157
267348,152
282929,25425118
302709,9713866
308289,16246023
308658,490191
322168,28878
323338,5303
332409,24728
354128,9806
374229,2463042
389069,11996048
390018,31213
434539,13667
457798,8280
458078,33089263
462619,211702
469438,5966
476798,2131
486329,8689490
516599,21373
532799,5301
